,CBOEVIX,S&PCOMP,SMB,HML,SBcov,HLcov,MKT,SMB_mom,HML_mom,MKT_mom,CBOEVIX_d,CBOEVIX_roll,CBOEVIX_spr,MKTVol,SMBVol,HMLVol,MSCov,MHCov,SHCov,MKTp,SMBp,HMLp,MSCovp,MHCovp,SHCovp,Rsqr,classifier
1993-06-10,13.31,445.38,-0.003,-0.005299999999999999,0.13101992031872503,0.40500042686397514,-0.0008973036026739267,1.1186715590580805,1.2130598739475418,1.0888155482214903,0.008384511892921357,0.008768950757366435,-0.0003844388644450771,3.598404667233254e-05,3.301630952380954e-05,9.34556746031745e-05,-4.363800924374813e-05,3.6455430526902844e-06,1.683559381521534e-05,145.95446899383202,-228.76816084938633,21.839562852037588,-66.74665014918094,129.54172690333013,-18.48198661086532,0.2803125085420748,2.0
1993-06-11,12.71,447.26,0.0007000000000000001,-0.0059,0.1314052773034844,0.4051046860178358,0.0042211145538642025,1.117777962206112,1.2098954757612639,1.0915169855525195,0.00800654741991213,0.008762426370629964,-0.0007558789507178341,3.6042796880544575e-05,3.300932539682541e-05,9.355059523809514e-05,-4.364202063061186e-05,3.484210831560421e-06,1.685680610889775e-05,147.61650734034527,-223.9738357599573,22.5009338783898,-62.431625559367745,127.19232109676486,-19.84579564612831,0.2800065657948724,2.0
1993-06-14,12.33,447.71,-0.0041,-0.009500000000000001,0.13121403908176807,0.4040195977992814,0.0010061261905827124,1.1199145599205897,1.198042056124696,1.091203782690294,0.00776716992033962,0.008756589419277604,-0.0009894194989379847,3.604017506592616e-05,3.293317460317462e-05,9.39083730158729e-05,-4.3617519418772804e-05,3.435248776306748e-06,1.720573262505534e-05,144.7606761473177,-223.88905942124418,20.125918785878923,-65.45987449027996,127.42761375252202,-20.496208826617774,0.2794052013596806,2.0
1993-06-15,11.99,446.27,0.0044,0.0015999999999999999,0.13001491810535631,0.40498350724088017,-0.0032163677380446787,1.1249546794521859,1.187137834798669,1.0929418103448287,0.0075529900523010575,0.008749515084233845,-0.0011965250319327875,3.598974170558936e-05,3.3009960317460333e-05,9.345567460317449e-05,-4.375328521063894e-05,3.824962359533825e-06,1.7278504078922415e-05,140.62201501245448,-221.8920305484716,16.924473274915442,-68.8916948915238,126.89825780023823,-22.316029429277933,0.27765217161020295,2.0
1993-06-16,11.87,447.43,-0.0031,-0.0027,0.12104086194902924,0.3863921457029051,0.0025993232796290844,1.1233770609494997,1.1940822618706128,1.1122905583453508,0.007477397157699211,0.008737716193277473,-0.0012603190355782628,3.5142488800459794e-05,3.3036626984127004e-05,9.319789682539671e-05,-4.408084577328775e-05,2.6424407726041814e-06,1.7216073167646884e-05,140.20011425331023,-213.33750339054433,15.745573738680143,-65.26817930935164,122.51990766013083,-26.30387182467304,0.2737387602388909,2.0
1993-06-17,11.66,448.54,0.0003999999999999998,0.0057,0.12053681464617713,0.38663560361727933,0.0024808349909484217,1.1322047267518405,1.2025721317477207,1.118665203511574,0.007345109592145981,0.008721780191191273,-0.0013766705990452916,3.512546655651114e-05,3.2819960317460344e-05,9.33190476190475e-05,-4.4314008843677346e-05,2.6587403094432304e-06,1.707624928856005e-05,152.18976961527125,-188.55973730342293,22.66896265452514,-39.223860905366195,110.22335200686732,-32.67400912521745,0.26942043260497306,2.0
1993-06-18,12.24,443.68,0.011399999999999999,0.012,0.1199490593182824,0.38821736862075745,-0.010835154055379714,1.147291714895112,1.2212774684683343,1.0991156142393548,0.007710475249388235,0.008708518937690517,-0.000998043688302282,3.5410067631001366e-05,3.3321349206349237e-05,9.384186507936497e-05,-4.516615816482122e-05,1.8718463811282194e-06,1.7961392525137553e-05,165.92723104293506,-158.51596907354366,31.180242240174604,-8.291621593611225,95.23523507575104,-40.45860215219533,0.26644223826350055,2.0
1993-06-21,12.25,446.22,-0.0077,0.0161,0.11993607158666916,0.3894939638272331,0.005724846736386624,1.155559854537576,1.2579219824740728,1.106147744174517,0.007716774657271722,0.008697919933950048,-0.0009811452766783253,3.553834736195822e-05,3.268742063492066e-05,9.41472619047618e-05,-4.56485615206255e-05,2.392910618756413e-06,1.5194851388098406e-05,170.9421092633872,-148.1157630515376,34.053840793479274,2.6836222785103985,90.24732392340869,-43.094945660431605,0.26560499309662045,2.0
1993-06-22,11.65,445.93,-0.0011,0.0152,0.12019545785113511,0.38720785429709964,-0.0006499036349782994,1.1533660458608979,1.2722080061841796,1.1036778536778544,0.007338810184262495,0.00868880829040429,-0.0013499981061417948,3.553003524321717e-05,3.268968253968257e-05,9.500678571428559e-05,-4.5636267783400476e-05,2.246050568262656e-06,1.4998981850376277e-05,185.12732563305727,-133.35178540859872,41.60518963829519,25.788293708049295,83.20461689580767,-45.03417811375403,0.2689217388396339,2.0
1993-06-23,12.04,443.19,0.0039000000000000003,-0.0101,0.12070610257383163,0.3871183456649615,-0.006144462135312723,1.1560145501594987,1.2492398624359884,1.0974667558130917,0.007584487091718492,0.00868225890601749,-0.001097771814298998,3.567878236357238e-05,3.2739880952380976e-05,9.515123015873003e-05,-4.580156700623447e-05,2.8751418209543722e-06,1.4649276228419664e-05,191.42695079140154,-126.81985557992294,43.54373271451857,36.50610234070058,81.22447384320054,-44.66294394510669,0.26519705982262853,2.0
1993-06-24,12.25,446.62,-0.0060999999999999995,-0.0028999999999999994,0.12066592993106935,0.3899970151141489,0.0077393442992848005,1.1490777691804455,1.2471136031587158,1.1079083151418976,0.007716774657271722,0.008676621935867782,-0.0009598472785960592,3.590420420496092e-05,3.288750000000002e-05,9.517888888888878e-05,-4.6203619986466854e-05,2.6148226322704566e-06,1.4841457029026754e-05,195.72588754150385,-121.5945600811593,44.852181524014526,44.28539265914449,79.42048580093152,-44.62432071022494,0.2622940540210804,2.0
1993-06-25,11.25,447.6,0.0014999999999999996,-0.006100000000000001,0.12086277904255989,0.38993798773161553,0.002194259101697238,1.1462165197551932,1.2408711684647582,1.1094311562771109,0.007086833868923011,0.008669660090250515,-0.001582826221327504,3.592065120022756e-05,3.2832936507936535e-05,9.53217460317459e-05,-4.6201142877609944e-05,2.522351690406487e-06,1.4844239549737564e-05,199.30585525581165,-117.41432270882368,46.08036971678675,50.63899397182671,77.95710958296671,-44.64126843367929,0.26034042518843414,2.0
1993-06-28,11.11,451.85,-0.0064,0.0113,0.12120151615759181,0.3836526781761864,0.009495084897229722,1.151547759381965,1.2567781799383164,1.1049298185552912,0.00699864215855419,0.008662760738759077,-0.0016641185802048868,3.5543623144267755e-05,3.2515317460317484e-05,9.58195238095237e-05,-4.5489534682431635e-05,3.527354208641777e-06,1.4044610130904958e-05,207.9076175930722,-107.46473406814891,49.627060854119826,65.74179060582526,74.23515922270313,-45.010384057539824,0.2562965742554728,2.0
1993-06-29,11.29,450.69,0.004300000000000001,-0.005599999999999999,0.12177626162018589,0.3834305444887141,-0.0025672236361624634,1.1462973681705868,1.2405600775567425,1.1042534424462203,0.0071120315004569576,0.008657561227490167,-0.0015455297270332092,3.5554589877193564e-05,3.2274365079365105e-05,9.572666666666654e-05,-4.542088272986441e-05,3.804510773802039e-06,1.342074622146336e-05,208.2700251720675,-105.17635976575679,47.490719340471564,68.17855832229706,74.66572120211774,-43.88288186156618,0.24886641500463735,2.0
1993-06-30,11.26,450.53,0.0046,0.0114,0.12018478467084041,0.38539391481692503,-0.0003550112050412224,1.1584049251223947,1.2800474009802978,1.0911887231156774,0.007093133276806497,0.008652386713871588,-0.0015592534370650916,3.501986324385801e-05,3.2220198412698435e-05,9.468666666666654e-05,-4.4865143058263076e-05,5.600226856086671e-06,1.2683129071017522e-05,208.8242167819931,-101.74468389558697,46.06857467010674,71.58161350645616,74.41495501276088,-42.926962573874576,0.24180555814373594,2.0
1993-07-01,11.51,449.02,0.0074,0.011000000000000001,0.12003216815278564,0.38444773603996935,-0.00335160810600843,1.1617492499435527,1.314502714465294,1.0904631226169976,0.007250618473893675,0.008646824736672876,-0.0013962062627792017,3.503575851261693e-05,3.235714285714288e-05,9.421345238095225e-05,-4.4971547228361204e-05,4.903585440513076e-06,1.3734741035856578e-05,214.41595038108505,-92.53470563222231,48.365469545449294,82.5099368584352,68.68466622058656,-44.530875759558775,0.23408030978983674,2.0
1993-07-02,11.33,445.84,0.0078000000000000005,0.0003999999999999998,0.12093475621324223,0.3908998719408105,-0.0070820898846376545,1.1826372667607195,1.3450225176956934,1.07732456988208,0.007137229131990907,0.008639437930999978,-0.0015022087990090712,3.513450645575626e-05,3.220174603174605e-05,9.224071428571415e-05,-4.4996591709726376e-05,5.826871474890166e-06,1.1698822487826475e-05,219.2529714169132,-85.06729710442843,50.503074418618155,91.41282765726189,64.28348180202465,-46.26998848104317,0.2299440583585899,2.0
1993-07-06,13.87,441.43,0.0094,0.008299999999999998,0.11954279706570539,0.39010493265035323,-0.009891440875650415,1.1858091358580218,1.3394431650296963,1.078868902140975,0.008737278734396635,0.00863256357715887,0.00010471515723776449,3.5015274281090396e-05,3.237424603174605e-05,9.189404761904747e-05,-4.5148288722144936e-05,6.2959275302792836e-06,1.1650044267374948e-05,228.8172774488124,-74.97395800210964,56.00561152027457,107.26294909231974,58.871055809149624,-47.16140721226275,0.227439850521867,2.0
1993-07-07,13.05,442.83,-0.0041,-0.0021,0.11985617846076009,0.3906371276797595,0.0031715107718097713,1.1884344554704707,1.3457816496004191,1.0793360631763709,0.008220727287950692,0.008627014098785322,-0.00040628681083463083,3.502545517221222e-05,3.2283452380952396e-05,9.172805555555541e-05,-4.512250232028873e-05,6.375002517495175e-06,1.132990229557959e-05,222.70198966837557,-75.03554298954498,53.4515523152695,101.63916553863012,62.5130032161609,-48.167616074785485,0.23304442675881554,2.0
1993-07-08,12.24,448.64,-0.0104,-0.0055000000000000005,0.12045369632580785,0.38701908398153645,0.01312015897748564,1.1815096816692545,1.3264418736646333,1.0830697921444612,0.007710475249388235,0.008620964667405149,-0.0009104894180169132,3.534072676050757e-05,3.262869047619049e-05,9.152666666666652e-05,-4.5860930012986765e-05,5.114150975068648e-06,1.225049136786189e-05,221.889179770639,-70.76682489072283,53.66632664275005,103.75474422875317,62.96046308374323,-49.606413349813046,0.23709677793571426,2.0
1993-07-09,10.8,448.13,0.0032,0.0025,0.12044179472585845,0.3869432033769706,-0.0011367689015692184,1.1792762040101454,1.322747417038492,1.0808209927162247,0.00680336051416609,0.008614390285368017,-0.0018110297712019266,3.5342337118149004e-05,3.256611111111113e-05,9.143999999999984e-05,-4.591200848742745e-05,5.078340493478831e-06,1.2131482957060652e-05,223.93498670466775,-67.57602878240104,54.965969881570395,107.85045335159373,61.8624465543287,-50.116700672934364,0.23687827322501098,2.0
1993-07-12,10.85,448.98,-0.0011,-0.0024,0.12042552014165557,0.386697405615635,0.001896771026264732,1.178450380337868,1.3174648794305088,1.082218526285345,0.006834857553583525,0.008606815997317633,-0.0017719584437341082,3.535517115567439e-05,3.257027777777779e-05,9.145269841269826e-05,-4.5931778086094414e-05,5.033024266804117e-06,1.2185350028457603e-05,233.3065402103046,-63.1382091992472,59.54000798450713,119.93887109936405,58.268293930606745,-49.25828498985818,0.2323512697355471,2.0
1993-07-13,11.02,448.09,0.0026,-0.0049,0.11998164010624167,0.38613872130525745,-0.001982270925208307,1.184713076633659,1.310485107478309,1.072806933537638,0.006941947487602806,0.008599766659924207,-0.0016578191723214016,3.518871511451591e-05,3.2568174603174615e-05,9.154734126984113e-05,-4.579305419528861e-05,5.180861883368806e-06,1.207340416113325e-05,241.0849740528398,-58.348622915268834,63.46789583391117,130.68949357132163,55.1688287485473,-48.908048488650294,0.2291995462574734,2.0
1993-07-14,10.78,450.08,0.0006,-0.0008999999999999997,0.12075719661038384,0.3874573768418413,0.004441072106050159,1.1794089189927743,1.320263860927277,1.0790697674418614,0.006790761698399115,0.008594492155704304,-0.0018037304573051893,3.5259329590620356e-05,3.24663888888889e-05,9.12771825396824e-05,-4.573593194891026e-05,4.986367670414869e-06,1.24069363814583e-05,247.2748149695643,-57.48715740475319,66.17431358518957,137.36367307711663,53.22895544471917,-47.64957429779484,0.22575999445698935,2.0
1993-07-15,10.6,449.22,0.0027,0.0043,0.12083741225573892,0.3894012679440989,-0.0019107714184144475,1.1849632495732014,1.3410953732469537,1.075872970254348,0.006677372356496347,0.008590230056322819,-0.0019128576998264715,3.526940192110816e-05,3.2479444444444455e-05,9.084384920634906e-05,-4.57559005454498e-05,5.0047456621394025e-06,1.2190643774109913e-05,253.8023107649989,-59.56720392579575,68.44620528712667,142.0239909227199,50.94054335227305,-45.79049754365629,0.22140736538241257,2.0
1993-07-16,10.96,445.75,0.0073,0.012,0.12071138303927147,0.38919245241257416,-0.007724500244868926,1.1902806953481129,1.3640085605285586,1.0724941051922454,0.006904151040301884,0.00858609294519299,-0.0016819419048911058,3.5422270859522054e-05,3.2659801587301595e-05,9.131607142857129e-05,-4.609603478706311e-05,4.073065933017672e-06,1.2860979889963959e-05,261.2829881579039,-63.344150691820374,71.12030403468125,146.7045984405824,48.8844839459406,-42.934280817138095,0.2174893119153697,2.0
1993-07-19,11.46,446.03,-0.0037,0.0092,0.11927824890912538,0.3884263659647148,0.0006281547952888822,1.1900418030861244,1.366038939451643,1.0780181268882187,0.00721912143447624,0.008582543278845944,-0.0013634218443697044,3.534350442196166e-05,3.266551587301588e-05,9.141666666666653e-05,-4.626843680922515e-05,4.339203497160287e-06,1.279807436918991e-05,266.41482797995883,-69.76842674185855,72.28897401947337,147.5982369562382,48.90050142539484,-39.591201619282415,0.21535651072911755,2.0
1993-07-20,11.05,447.31,-0.0051,-0.006500000000000001,0.11900989059634474,0.38930932776829424,0.002869762123623998,1.181373568040697,1.368932505895914,1.08108565351895,0.0069608457112532674,0.008579106101925391,-0.0016182603906721238,3.537618279694864e-05,3.274952380952381e-05,9.129083333333318e-05,-4.638248014825459e-05,4.1576553219438e-06,1.3276281540504653e-05,269.81026152984634,-75.05777409462681,72.83711973272159,146.8472876241774,47.83419981348993,-37.91763230118271,0.2140157524351265,0.0
1993-07-21,11.97,447.18,-0.0015,0.0060999999999999995,0.11753653955606146,0.38431404856763646,-0.0002906261876550742,1.1763078457206184,1.390211965460663,1.088214537755823,0.007540391236534083,0.008575168971998212,-0.0010347777354641294,3.519087636090195e-05,3.272734126984127e-05,9.109527777777762e-05,-4.624967954785715e-05,3.525953808031232e-06,1.3374043824701198e-05,274.8484025096934,-78.94268032548158,74.20765728766003,148.31204828774423,45.609764302661986,-36.719715630173155,0.21350965843634806,0.0
1993-07-22,11.69,444.51,0.0037,0.005600000000000001,0.11841564851704292,0.3856676421298954,-0.005970750033543526,1.1814872258078495,1.3909035443908488,1.0786983110075745,0.007364007815796443,0.00857111935264454,-0.0012071115368480975,3.5301265586648885e-05,3.2779722222222225e-05,9.111650793650778e-05,-4.637509126420191e-05,3.2390617928615675e-06,1.3517459685069252e-05,274.9323647119742,-83.83207005796297,73.5432138514895,144.78061686633944,45.67547431103645,-35.687777841020264,0.21287757841573351,0.0
1993-07-23,11.32,447.1,-0.0038,0.00010000000000000009,0.11852933978372224,0.38679420413583987,0.005826640570515851,1.1753520814357712,1.3907644818489187,1.0862487852283789,0.007130929724107421,0.008566507286158417,-0.0014355775620509964,3.543060260727164e-05,3.282924603174603e-05,9.111638888888874e-05,-4.6561965224891466e-05,3.1703642751651526e-06,1.3568858217921968e-05,276.83284563812964,-89.80064431418344,73.49096607786555,142.2734112173006,45.51500847671855,-34.023787023220606,0.21288331040329045,0.0
1993-07-26,11.32,449.09,-0.0057,0.0028000000000000004,0.11821246442800226,0.38628270410422033,0.004450905837620089,1.1678350900085794,1.391041913423195,1.0912426495601881,0.007130929724107421,0.008560720330106724,-0.001429790605999303,3.550913162761284e-05,3.295623015873015e-05,9.112067460317445e-05,-4.676881334279668e-05,3.222500648870323e-06,1.3495244735344341e-05,280.0753926051742,-95.4852123135316,73.98608427967919,141.2691003724971,45.135922188397835,-32.14758413972065,0.21346782210928517,0.0
1993-07-27,11.34,448.24,0.0018,0.003,0.11680698159741983,0.3754890849301231,-0.0018927163820169346,1.1828300406132781,1.3814010288747178,1.0735773136616211,0.007143528539874394,0.008555358334110658,-0.0014118297942362643,3.4685475319091186e-05,3.249761904761904e-05,9.075956349206333e-05,-4.5481463225392466e-05,2.2134485262076085e-06,1.4307732878011769e-05,282.48903437396575,-99.616238431315,74.12328653815503,140.45270058656703,44.90092954295258,-31.022888642099844,0.21435072776632969,0.0
1993-07-28,11.37,447.19,0.0019,0.0023,0.1155367988364004,0.37669615190033745,-0.0023424950919150866,1.1916313903373004,1.4006861418726642,1.059114700518676,0.007162426763524856,0.008550633778198043,-0.001388207014673187,3.420225568563539e-05,3.239190476190475e-05,9.025575396825382e-05,-4.496290069998585e-05,3.321375363884548e-06,1.3682020489470694e-05,285.6651732301678,-109.99498258472144,73.12991068554537,135.68823198529233,46.02499619578265,-28.50317329787228,0.21749019375094547,0.0
1993-07-29,11.25,450.24,-0.0039000000000000003,0.004899999999999999,0.11577937140327577,0.37694901505090983,0.006820367181734843,1.1887671786830096,1.4008255413692696,1.062087186261561,0.007086833868923011,0.008545234285726483,-0.0014584004168034723,3.4323275285516946e-05,3.2443333333333315e-05,9.025960317460303e-05,-4.513809383499777e-05,3.403345777827234e-06,1.3612991842155195e-05,289.08196793517095,-119.6269831967625,72.6651532238255,131.51341504763244,46.25353410472304,-26.458544989787555,0.22053829334629427,0.0
1993-07-30,11.73,448.13,0.009899999999999999,0.0022,0.11483997976348573,0.3779971115537872,-0.00468638948116562,1.193257105408976,1.403907357560282,1.0563871667334601,0.007389205447330392,0.00854062221924036,-0.001151416771909968,3.440856998952675e-05,3.268460317460316e-05,9.027880952380937e-05,-4.551808306386526e-05,3.376239017015875e-06,1.3732098905963452e-05,293.119793397333,-129.78925409317864,72.31268108781572,127.48653078941263,46.40984810822782,-24.281217322704066,0.22415489713222925,0.0
1993-08-02,11.47,450.15,-0.0029000000000000002,-0.0004999999999999999,0.11496316163915765,0.3804147742363901,0.004507620556534864,1.1937359885655576,1.4203921488829865,1.0589522218824263,0.007225420842359728,0.008535872665677412,-0.0013104518233176847,3.447212286289698e-05,3.2674761904761896e-05,8.969880952380938e-05,-4.5582385507803894e-05,3.5087099689607074e-06,1.3354589261999622e-05,295.5075952813692,-140.79817923483083,70.86155846297451,120.71630107357946,46.10225549674027,-22.79382666643562,0.22793231450003992,0.0
1993-08-03,11.49,449.27,0.0018,0.0006,0.11496064314171883,0.37998764940239277,-0.001954903920915241,1.1948093848985675,1.433283969516252,1.0587001602413055,0.007238019658126702,0.008530310688478699,-0.001292291030351997,3.447558550999294e-05,3.268440476190475e-05,8.942023809523795e-05,-4.559849425890911e-05,3.3696744478022514e-06,1.3361305255169801e-05,298.273328421648,-149.55351141126775,70.25487702767433,116.23158608973554,45.6395166112643,-21.394976697814243,0.23116594189751893,0.0
1993-08-04,11.71,448.54,0.0023,-0.001,0.11474950673496488,0.37779762379055437,-0.0016248581031450549,1.1917180281459185,1.4439801185424908,1.0624126578080983,0.007376606631563419,0.008525061181909127,-0.0011484545503457084,3.4382297552575444e-05,3.261011904761904e-05,8.914420634920621e-05,-4.544337307530193e-05,2.9842302710766416e-06,1.3659463099981034e-05,304.5485097409923,-164.1693677348717,69.94583854643378,111.08947900048031,46.31290794593305,-18.263630720239476,0.23776488046422417,0.0
1993-08-05,12.03,448.13,-0.0015000000000000002,-0.0022,0.11418934895339275,0.375645753493963,-0.000914076782449813,1.188504246008488,1.4682598209331474,1.0654794455407888,0.007578187683835005,0.008519674188262733,-0.0009414865044277279,3.4328619907748364e-05,3.261333333333333e-05,8.777575396825383e-05,-4.5406748571780726e-05,2.3657917774887376e-06,1.380464428002277e-05,309.88819000531595,-179.096590972157,69.1183647622066,104.7404621820117,47.244457769469925,-15.299106090691907,0.24394609726150618,0.0
1993-08-06,12.33,448.68,0.002,0.0007000000000000001,0.1140679662303168,0.3755866502245012,0.0012273224287595585,1.187200931612506,1.4790493283750772,1.0711420932009186,0.00776716992033962,0.00851491213587462,-0.0007477422155350005,3.42690019075048e-05,3.2591071428571425e-05,8.760484126984111e-05,-4.5313810878472934e-05,2.075837296432019e-06,1.3952014165559987e-05,314.15766379159044,-195.10192450545844,67.79405773585015,96.74952289414489,48.78943478372294,-12.09801001779853,0.24891678065186773,0.0
1993-08-09,12.39,450.72,-0.0052,0.0006999999999999998,0.11420831119964583,0.3756215171061808,0.004546670232682626,1.1877979349976056,1.4780154412871367,1.074626865671644,0.007804966367640542,0.008510250074087832,-0.0007052837064472897,3.434443959505491e-05,3.256944444444444e-05,8.759900793650779e-05,-4.546295130981119e-05,2.0470573478479463e-06,1.3984133940428766e-05,319.60072018840896,-215.33673864576852,66.21600288093609,86.8055200939688,50.64322430508153,-7.946101436614697,0.2552267709160848,0.0
1993-08-10,12.31,449.45,0.0029,0.0089,0.11426859229747673,0.37577682128628576,-0.002817713880014283,1.195066762649577,1.4808041496669226,1.0729291000238736,0.007754571104572645,0.008504125649756665,-0.0007495545451840198,3.436984590155112e-05,3.256218253968254e-05,8.771888888888873e-05,-4.556529593911826e-05,1.9319407403440763e-06,1.4279845696578766e-05,322.9538901521352,-232.55985135533575,64.2793272764435,77.21142209061836,52.35791475438013,-4.454899388914271,0.2585786904529138,0.0
1993-08-11,12.07,450.46,0.0023,0.0011,0.11421425409473215,0.37386994719534794,0.0022471910112358273,1.1956632224033463,1.4891341378518903,1.078222988175596,0.007603385315368954,0.008497138806489068,-0.0008937534911201139,3.436151796824097e-05,3.257031746031746e-05,8.764333333333319e-05,-4.5515389111807344e-05,1.7788677570488542e-06,1.4325797761335613e-05,324.73328263680577,-245.0422348544626,62.53629414876299,69.37270638997887,53.053208020344776,-2.3753125251884057,0.25943031908080705,0.0
1993-08-12,12.38,448.96,0.0019000000000000002,0.0051,0.11451150793650791,0.37497784101688714,-0.00332992940549659,1.1999749399237845,1.5072796797129262,1.074761209393628,0.007798666959757055,0.008489926984368488,-0.0006912600246114326,3.440546283527215e-05,3.25731746031746e-05,8.755210317460302e-05,-4.555756864458984e-05,1.649165673127338e-06,1.419029279706571e-05,329.7805159575188,-261.4071002631083,61.47100294751856,61.65913071536889,53.854963092449005,0.7374720740958196,0.2630569635051414,0.0
1993-08-13,12.19,450.14,0.00010000000000000009,0.0019,0.11359628786441535,0.37209012521343443,0.0026282965074839737,1.1985368395263925,1.5021819467864124,1.0719916172513178,0.007678978209970799,0.00848314012230354,-0.0008041619123327418,3.432480133332841e-05,3.256650793650793e-05,8.745496031746016e-05,-4.5591463130021025e-05,1.5110120753518703e-06,1.4172802124834003e-05,332.72641503142427,-275.3365338200175,59.94321978146159,53.69294875133116,54.325224029123,3.0108527552870044,0.2635878543192838,0.0
1993-08-16,12.01,452.38,-0.0053,-0.006100000000000001,0.11390852146967682,0.3724269651552544,0.004976229617452477,1.202041333209219,1.4892953984149768,1.0752008366211931,0.007565588868068031,0.008476803217944558,-0.0009112143498765267,3.440756267522108e-05,3.241115079365079e-05,8.757781746031731e-05,-4.5697077216114484e-05,1.2110242509439003e-06,1.4606587933978382e-05,342.64473527502764,-300.6805125251343,59.45377918394828,44.17212439830837,55.82382695770698,8.574522641302423,0.27032499527579146,0.0
1993-08-17,11.59,453.13,-0.0015999999999999999,-0.0104,0.11415467020805664,0.37270058812369816,0.0016578982271542309,1.2063913018456798,1.483598476214479,1.0754497555418439,0.007301013736961573,0.008470741287739218,-0.0011697275507776455,3.441039990812448e-05,3.231400793650793e-05,8.783416666666651e-05,-4.566927844737903e-05,1.154893050493965e-06,1.4442154240182138e-05,341.9513820705708,-308.3946982475495,57.67825130549394,37.22118424847167,54.79189340783674,9.39412977406218,0.27055531360849927,0.0
1993-08-18,11.52,456.04,-0.0044,-0.0133,0.11306843103775374,0.3669039477012609,0.006421998102089876,1.1960597292546913,1.4834481318208592,1.0905351762398985,0.0072569178817771625,0.00846439188455507,-0.0012074740027779073,3.4350851652744686e-05,3.232083333333333e-05,8.784468253968237e-05,-4.570308253177021e-05,-4.927322109265146e-07,1.5461047872004053e-05,344.79684321063246,-321.42450901182235,56.52954502567115,29.42463417074569,53.229064363934555,11.697131192911286,0.27435017479083046,1.0
1993-08-19,11.63,456.43,0.003,-0.0064,0.11303660911907923,0.3662911022576385,0.0008551881413911833,1.2027751237642412,1.4746914094819479,1.0912590254865415,0.007326211368495521,0.008457292551860979,-0.0011310811833654573,3.435360859355992e-05,3.232972222222222e-05,8.800623015872999e-05,-4.56987504003411e-05,-5.269914428099293e-07,1.526112028078164e-05,342.82420871522197,-321.3124957591924,55.726930558280245,27.31556935417521,52.146042309004784,11.089212806137596,0.2736954753405957,2.0
1993-08-20,11.62,456.16,0.0028000000000000004,0.005900000000000001,0.11151969265793965,0.3615531050401593,-0.0005915474442959034,1.1984726690289962,1.4850256169765663,1.0995781607810067,0.007319911960612034,0.008449493284957614,-0.00112958132434558,3.409123317961015e-05,3.219829365079365e-05,8.813956349206332e-05,-4.533000744643471e-05,-7.437358853010601e-07,1.5453355150825275e-05,340.65521966471124,-320.65187762182836,54.93472914453364,25.372500096464705,50.97706026622994,10.208420966901855,0.2728103303005571,2.0
1993-08-23,12.15,455.23,0.0012000000000000003,-0.00010000000000000009,0.10685261177512172,0.3508758964143451,-0.0020387583304104506,1.2027975503526769,1.5140992295450897,1.1083706661472574,0.007653780578436851,0.008440206657859536,-0.0007864260794226852,3.3714433320486836e-05,3.218115079365079e-05,8.666146825396809e-05,-4.559841383935235e-05,-2.439900883429214e-06,1.4922484348321005e-05,338.7790748436831,-318.6294290204289,54.68257290102887,25.103096347001525,50.75694810458057,9.123317189948011,0.27249247920429853,1.0
1993-08-24,11.8,459.77,-0.006000000000000001,-0.0016999999999999993,0.10845107980775308,0.3520730980838575,0.009972980691079103,1.2017094834159814,1.5137959547870417,1.11700396005928,0.007433301302514802,0.008430382581279336,-0.0009970812787645335,3.409048401079547e-05,3.222079365079365e-05,8.666400793650777e-05,-4.603045599416191e-05,-2.6534395898216057e-06,1.4956105103395944e-05,331.06443792125935,-302.0804527592593,53.61940650877976,27.0900379552601,43.939264232661984,0.24297657568487807,0.2685574069624367,1.0
1993-08-25,12.1,460.13,0.002,0.0125,0.10878516410548279,0.34910196199329907,0.000783000195750061,1.2112593324442358,1.5336385873743048,1.112742134410295,0.007622283539019416,0.008422608312026302,-0.0008003247730068866,3.400836277464943e-05,3.2098531746031745e-05,8.728261904761888e-05,-4.580596383678227e-05,-2.5478372731325827e-06,1.4939751470309245e-05,326.68038042797605,-292.7761214670203,53.022824378815315,28.017771386876802,39.7945280283224,-5.0904829156906715,0.2668809578417761,1.0
1993-08-26,12.14,461.04,-0.0023,-0.0022,0.10881172927338263,0.3491914848542364,0.001977701953795652,1.2034190758609964,1.5313365180447136,1.114888883515104,0.007647481170553364,0.008417708772561368,-0.0007702276020080043,3.402387454332829e-05,3.204952380952381e-05,8.729988095238078e-05,-4.583253283033086e-05,-2.6036315899191155e-06,1.510261430468602e-05,322.68736512944685,-287.96988225989276,51.939258119459915,26.12481140913306,35.50533188051989,-8.721903726178766,0.26391070573700803,1.0
1993-08-27,11.91,460.54,0.004200000000000001,-0.0032,0.10866786188579014,0.34905939100740146,-0.0010845045982994517,1.2094409887706306,1.5316438302096829,1.110162954392057,0.00750259478923316,0.008414271595640815,-0.0009116768064076552,3.398871935318192e-05,3.211698412698413e-05,8.729464285714269e-05,-4.584039345871239e-05,-2.4320733253658565e-06,1.4903516726743824e-05,319.17757587217585,-287.9335309601597,50.33942152293346,21.55940439906945,31.702010815036072,-10.17127490917673,0.26097652098568214,1.0
